Name,PClass,Age,Sex,Survived,Family,Title
"Kirkland, Rev Charles Leonard",2,2,0,0,0,3
"Knight, Mr Robert",2,2,0,0,0,2
"Kvillner, Mr Johan Henrik Johannesson",2,3,0,0,0,2
"Lahtinen, Rev William",2,2,0,0,1,3
"Lahtinen, Mrs William (Anna Sylvan)",2,2,1,0,1,2
"Lamb, Mr John James",2,2,0,0,0,2
"Lemore, Mrs Amelia",2,3,1,1,0,2
"LaRoche, Mr Joseph",2,2,0,0,1,2
"LaRoche, Mrs Joseph (Juliet)",2,2,1,1,1,2
"LaRoche, Miss Louise",2,1,1,1,1,2
"LaRoche, Miss Simonne",2,1,1,1,1,2
"Lehmann, Miss Bertha",2,2,1,1,0,2
"Leitch, Miss Jessie",2,2,1,1,0,2
"Levy, Mr Rene Jacques",2,2,0,0,0,2
"Leyson, Mr Robert William Norman",2,2,0,0,0,2
"Lingan, Mr John",2,2,0,0,0,2
"Louch, Mr Charles Alexander",2,3,0,0,1,2
"Louch, Mrs Charles Alexander (Alice Adelaide)",2,3,1,1,1,2
"Mack, Mrs Mary",2,3,1,0,0,2
"Malachard, Mr Noel",2,2,0,0,0,2
"Mallet, Mr Albert",2,2,0,0,1,2
"Mallet, Mrs Albert (Antoinette)",2,2,1,1,1,2
"Mallet, Master Andre",2,1,0,1,1,2
"Mangiavacchi, Mr Serafino Emilio",2,2,0,0,0,2
"Mantvila, Rev Joseph",2,2,0,0,0,3
"Marshall, Mrs Kate Louise Phillips",2,2,1,1,0,2
"Matthews, Mr William John",2,2,0,0,0,2
"Maybery, Mr Frank H",2,2,0,0,0,2
"McCrae, Mr Arthur Gordon",2,3,0,0,0,2
"McCrie, Mr James Matthew",2,2,0,0,0,2
"McKane, Mr Peter D",2,3,0,0,0,2
"Mellenger, Mrs Elizabeth Anne",2,3,1,1,1,2
"Mellenger, Miss Madeleine Violet",2,1,1,1,1,2
"Mellor, Mr William John",2,2,0,1,0,2
"Meyer, Mr August",2,2,0,0,0,2
"Milling, Mr Jacob Christian",2,3,0,0,0,2
"Mitchell, Mr Henry Michael",2,4,0,0,0,2
"Moraweck, Dr Ernest",2,3,0,0,0,1
"Morley, Mr William",2,2,0,0,0,2
"Mudd, Mr Thomas C",2,2,0,0,0,2
"Myles, Mr Thomas Francis",2,4,0,0,0,2
"Nasser (Nasrallah), Mr Nicholas",2,3,0,0,1,2
"Nasser (Nasrallah), Mrs Nicholas",2,2,1,1,1,2
"Navratil, Master Edmond Roger",2,1,0,1,1,2
"Navratil, Mr Michel",2,3,0,0,1,2
"Navratil, Master Michel M",2,1,0,1,1,2
"Nesson, Mr Israel",2,2,0,0,0,2
"Nicholls, Mr Joseph Charles",2,2,0,0,0,2
"Norman, Mr Robert Douglas",2,2,0,0,0,2
"Nourney, Mr Alfred (aka Baron von Drachstedt)",2,2,0,1,0,1
"Nye, Mrs Elizabeth Ramell",2,2,1,1,0,2
"Otter, Mr Richard",2,3,0,0,0,2
"Oxenham, Mr Percy Thomas",2,2,0,1,0,2
"Padro y Manent, Mr Julian",2,2,0,1,0,2
"Pain, Dr Alfred",2,2,0,0,0,1
"Pallas y Castello, Mr Emilio",2,2,0,1,0,2
"Parker, Mr Clifford R",2,2,0,0,0,2
"Parkes, Mr Francis (Frank)",2,2,0,0,0,2
"Parrish, Mrs Lutie Davis",2,3,1,1,0,2
"Pengelly, Mr Frederick",2,2,0,0,0,2
"Peruschitz, Rev Joseph M",2,3,0,0,0,3
"Phillips, Miss Alice",2,3,1,1,1,2
"Phillips, Mr Robert",2,2,0,0,1,2
"Pinsky, Miss Rosa",2,3,1,1,0,2
"Ponesell, Mr Martin",2,3,0,0,0,2
"Portaluppi, Mr Emilio",2,2,0,1,0,2
"Pulbaum, Mr Frank",2,2,0,0,0,2
"Quick, Mrs Frederick C (Jane Richards)",2,3,1,1,1,2
"Quick, Miss Phyllis May",2,1,1,1,1,2
"Quick, Miss Winifred Vera",2,1,1,1,1,2
"Reeves, Mr David",2,3,0,0,0,2
"Renouf, Mr Peter Henry",2,3,0,0,1,2
"Renouf, Mrs Peter Henry (Lillian Jefferys)",2,2,1,1,1,2
"Reynaldo, Mrs Encarnacion",2,2,1,1,0,2
"Richard, Mr Emil",2,2,0,0,0,2
"Richards, Master George Sidney",2,1,0,1,1,2
"Richards, Mrs Sidney (Emily Hocking)",2,2,1,1,1,2
"Richards, Master William Rowe",2,1,0,1,1,2
"Ridsdale, Miss Lucy",2,3,1,1,0,2
"Rogers, Mr Harry",2,2,0,0,0,2
"Rugg, Miss Emily",2,2,1,1,0,2
"Sedgwick, Mr Charles Frederick Waddington",2,2,0,0,0,2
"Sharp, Mr Percival",2,2,0,0,0,2
"Shelley, Mrs William (Imanita)",2,2,1,1,0,2
"Silven, Miss Lyyli",2,2,1,1,0,2
"Sincock, Miss Maude",2,2,1,1,0,2
"Siukonnen, Miss Anna",2,2,1,1,0,2
"Sjostedt, Mr Ernst Adolf",2,3,0,0,0,2
"Slayter, Miss Hilda Mary",2,2,1,1,0,2
"Slemen, Mr Richard James",2,3,0,0,0,2
"Smith (Schmidt), Mr Augustus",2,2,0,0,0,2
"Smith, Miss Marion",2,2,1,1,0,2
"Sobey, Mr Hayden",2,2,0,0,0,2
"Stanton, Mr Samuel Ward",2,3,0,0,0,2
"Stokes, Mr Philip Joseph",2,2,0,0,0,2
"Sweet, Mr George",2,1,0,0,0,2
"Toomey, Miss Ellen",2,3,1,1,0,2
"Troupiansky, Mr Moses Aaron",2,2,0,0,0,2
"Trout, Mrs William H (Jessie L)",2,2,1,1,0,2
"Troutt, Miss Edwina Celia",2,2,1,1,0,2
"Turpin, Mr William John",2,2,0,0,1,2
"Turpin, Mrs William John (Dorothy Anne Wonnacott)",2,2,1,0,1,2
"Veale, Mr James",2,2,0,0,0,2
"Waelens, Mr Achille",2,2,0,0,0,2
"Walcroft, Miss Nellie",2,3,1,1,0,2
"Ware, Mr John James",2,2,0,0,1,2
"Ware, Mrs John James (Florence Louise Long)",2,2,1,1,1,2
"Ware, Mr William J",2,2,0,0,1,2
"Watson, Mr Ennis Hastings",2,2,0,0,0,2
"Watt, Miss Bertha",2,1,1,1,1,2
"Watt, Mrs James (Bessie Inglis Milne)",2,3,1,1,1,2
"Webber, Miss Susan",2,3,1,1,0,2
"Weisz, Mr Leopold",2,2,0,0,1,2
"Weisz, Mrs Leopold (Mathilde)",2,3,1,1,1,2
"Wells, Mrs Arthur H (Addie Trevaskis)",2,2,1,1,1,2
"Wells, Miss Joan",2,1,1,1,1,2
"Wells, Master Ralph Lester",2,1,0,1,1,2
"West, Miss Barbara J",2,2,1,1,1,2
"West, Miss Constance Mirium",2,2,1,1,1,2
"West, Mr Edwy Arthur",2,3,0,0,1,2
"West, Mrs Edwy Arthur (Ada Mary)",2,3,1,1,1,2
"Wheadon, Mr Edward",2,2,0,0,0,2
"Wheeler, Mr Edwin",2,2,0,0,1,2
"Wheeler, Mr Frederick",2,2,0,0,1,2
"Wilhelms, Mr Charles",2,3,0,1,0,2
"Williams, Mr Charles Eugene",2,2,0,1,0,2
"Wright, Miss Marion",2,2,1,1,0,2
"Yrois, Miss Henriette",2,2,1,0,0,2
"Aldworth, Mr Charles Augustus",2,2,0,0,0,2
"Thomas, Mrs Alexander",3,2,1,1,1,2
"Brown, Miss Mildred",2,2,1,1,1,2
"Pernot, Mr Rene",2,2,0,0,0,2
"Swane, Mr George",2,2,0,0,0,2
"Abbing, Mr Anthony",3,3,0,0,0,2
"Abbott, Master Eugene Joseph",3,1,0,0,1,2
"Abbott, Mr Rossmore Edward",3,2,0,0,1,2
"Abbott, Mrs Stanton (Rosa)",3,3,1,1,1,2
"Abelseth, Miss Anna Karen",3,2,1,1,1,2
"Abelseth, Mr Olaus",3,2,0,1,1,2
"Abraham, Mrs Joseph (Sophie Easu)",3,2,1,1,0,2
"Abrahamsson, Mr August",3,2,0,1,0,2
"Adahl, Mr Mauritz Nils Martin",3,2,0,0,0,2
"Adams, Mr John",3,2,0,0,0,2
"Ahlin, Mrs Johanna Persdotter",3,3,1,0,0,2
"Ahmed, Mr Ali",3,2,0,0,0,2
"Aijo-Nirva, Mr Isak",3,3,0,0,0,2
"Aks, Mrs Sam (Leah Rosen)",3,2,1,1,1,2
"Aks, Master Philip",3,1,0,1,1,2
"Alexander, Mr William",3,2,0,0,0,2
"Alhomaki, Mr Ilmari Rudolf",3,2,0,0,0,2
"Ali, Mr William",3,2,0,0,0,2
"Allen, Mr William Henry",3,3,0,0,0,2
"Allum, Mr Owen George",3,2,0,0,0,2
"Andersen, Mr Albert Karvin",3,3,0,0,1,2
"Andersen, Mr Thor Olsvigen",3,2,0,0,1,2
"Andersson, Mr Anders Johan",3,3,0,0,1,2
"Andersson, Mrs Anders Johan (Alfrida K Brogren)",3,3,1,0,1,2
"Andersson, Miss Ebba Iris",3,1,1,0,1,2
"Andersson, Miss Ellis Anna Maria",3,1,1,0,1,2
"Andersson, Miss Erna",3,2,1,1,1,2
"Andersson, Miss Ida Augusta Margareta",3,3,1,0,1,2
"Andersson, Miss Ingeborg Constancia",3,1,1,0,1,2
"Andersson, Mr Johan Samuel",3,2,0,0,1,2
"Andersson, Miss Sigrid Elizabeth",3,1,1,0,1,2
"Andersson, Master Sigvard Harald Elias",3,1,0,0,1,2
"Andreasson, Mr Paul Edvin",3,2,0,0,0,2
"Angheloff, Mr Minko",3,2,0,0,0,2
"Arnold, Mr Josef",3,2,0,0,1,2
"Arnold, Mrs Josef (Josephine Frank)",3,2,1,0,1,2
"Aronsson, Mr Ernst Axel Algot",3,2,0,0,0,2
"Asim, Mr Adola",3,3,0,0,0,2
"Asplund, Mr Carl Oscar Vilhelm Gustafsson",3,3,0,0,1,2
"Asplund, Mrs Carl Oscar (Selma Augusta Johansson)",3,3,1,1,1,2
"Asplund, Master Carl Edgar",3,1,0,0,1,2
"Asplund, Master Clarence Gustaf Hugo",3,1,0,0,1,2
"Aspland, Master Edvin Rojj Felix",3,1,0,1,0,2
"Asplund, Master Filip Oscar",3,1,0,0,1,2
"Asplund, Mr John Charles",3,2,0,1,1,2
"Asplund, Miss Lillian Gertrud",3,1,1,1,1,2
"Assaf, Mr Gerios",3,2,0,0,1,2
"Assaf, Mrs Mariana",3,3,1,1,1,2
"Assam, Mr Ali",3,2,0,0,0,2
"Attalah, Miss Malaka",3,2,1,0,0,2
"Attala (Kalil), Mr Solomon",3,2,0,0,0,2
"Augustsson, Mr Albert",3,2,0,0,0,2
"Baccos, Mr Rafoul",3,2,0,0,0,2
"Backstrom, Mr Karl Alfred",3,3,0,0,1,2
"Backstrom, Mrs Karl Alfred (Maria Mathilda Gustafsson)",3,3,1,1,1,2
"Baclini, Miss Eugenie",3,1,1,1,1,2
"Baclini, Miss Helene",3,2,1,1,1,2
"Baclini, Miss Maria",3,2,1,1,1,2
"Baclini, Mrs Solomon (Latifa)",3,2,1,1,1,2
"Badman, Miss Emily Louisa",3,2,1,1,0,2
"Badt, Mr Mohamed",3,3,0,0,0,2
"Balkic, Mr Cerin",3,2,0,0,0,2
"Banoura, Miss Ayout",3,1,1,1,0,2
"Barbara, Mrs Catherine",3,3,1,0,1,2
"Barbara, Miss Saude",3,2,1,0,1,2
"Barry, Miss Julia",3,2,1,0,0,2
"Barton, Mr David",3,2,0,0,0,2
"Beavan, Mr William Thomas",3,2,0,0,0,2
"Bengtsson, Mr John Viktor",3,2,0,0,0,2
"Berglund, Mr Karl Ivar Sven",3,2,0,0,0,2
"Betros, Mr Tannous",3,2,0,0,0,2
"Bing, Mr Lee",3,3,0,1,0,2
"Birkeland, Mr Hans",3,2,0,0,0,2
"Bjorklund, Ernst Herbert",3,2,0,0,0,3
"Bostandyeff, Mr Guentcho",3,2,0,0,0,2
"Boulos, Master Akar",3,1,0,0,1,2
"Boulos, Mr Hanna",3,2,0,0,1,2
"Boulos, Mrs Joseph (Sultana)",3,2,1,0,1,2
"Boulos, Miss Laura",3,1,1,0,1,2
"Bourke, Mr John",3,3,0,0,1,2
"Bourke, Mrs John (Catherine)",3,3,1,0,1,2
"Bourke, Miss Mary",3,2,1,0,1,2
"Bowen, Mr David",3,2,0,0,0,2
"Bradley, Miss Bridget Delia",3,2,1,1,0,2
"Braf, Miss Elin Ester Maria",3,2,1,0,0,2
"Brahim, Mr Youssef",3,2,0,0,0,2
"Braund, Mr Lewis Richard",3,2,0,0,1,2
"Braund, Mr Owen Harris",3,2,0,0,1,2
"Brobek, Mr Karl Rudolf",3,2,0,0,0,2
"Brocklebank, Mr William Alfred",3,3,0,0,0,2
"Buckley, Mr Daniel",3,2,0,1,1,2
"Buckley, Miss Katherine",3,2,1,0,1,2
"Burke, Mr Jeremiah",3,2,0,0,0,2
"Burns, Miss Mary Delia",3,2,1,0,0,2
"Cacic, Mr Grego",3,2,0,0,1,2
"Cacic, Mr Luka",3,3,0,0,1,2
"Cacic, Mr Manda",3,2,0,0,1,2
"Cacic, Mr Maria",3,2,0,0,1,2
"Calic, Mr Peter",3,2,0,0,0,2
"Canavan, Miss Mary",3,2,1,0,1,2
"Canavan, Mr Patrick",3,2,0,0,1,2
"Cann, Mr Ernest",3,2,0,0,0,2
"Caram (Kareem), Mr Joseph",3,2,0,0,1,2
"Caram (Kareem), Mrs Joseph (Maria Elias)",3,2,1,0,1,2
"Carlsson, Mr Carl Robert",3,2,0,0,1,2
"Carlsson, Mr Frans Olof",3,3,0,0,1,2
"Carlsson, Mr Julius",3,3,0,0,1,2
"Carlsson, Mr August Sigfrid",3,2,0,0,1,2
"Carr, Miss Helen",3,2,1,1,1,2
"Carr, Miss Jeannie",3,3,1,0,1,2
"Carver, Mr Alfred John",3,2,0,0,0,2
"Cassem, Mr Nassef Belmenly",3,2,0,1,0,2
"Celotti, Mr Francesco",3,2,0,0,0,2
"Chartens, Mr David",3,2,0,0,0,2
"Chebab, Mr Emir Farres",3,2,0,0,0,2
"Chip, Mr Chang",3,3,0,0,0,2
"Christmann, Mr Emil",3,2,0,0,0,2
"Chronopoulos, Mr Apostolos",3,2,0,0,1,2
"Chronopoulos, Mr Demetrios",3,2,0,0,1,2
"Coelho, Mr Domingos Fernandes",3,2,0,0,0,2
"Cohen, Mr Gurshon (Gus)",3,2,0,1,0,2
"Colbert, Mr Patrick",3,2,0,0,0,1
"Coleff, Mr Fotio",3,2,0,0,1,1
"Coleff, Mr Peyo",3,3,0,0,1,1
"Conlin, Mr Thomas Henry",3,3,0,0,0,2
"Connaghton, Mr Michael",3,3,0,0,0,2
"Connolly, Miss Kate",3,2,1,0,0,2
"Connolly, Miss Kate",3,2,1,1,0,2
"Connors, Mr Patrick",3,2,0,0,0,2
"Cook, Mr Jacob",3,3,0,0,0,2
"Cor, Mr Bartol",3,3,0,0,1,2
"Cor, Mr Ivan",3,2,0,0,1,2
"Cor, Mr Ludovik",3,2,0,0,1,2
"Corn, Mr Harry",3,2,0,0,0,2
"Coutts, Mrs William (Minnie)",3,3,1,1,1,2
"Coutts, Master Neville",3,1,0,1,1,2
"Coutts, Master William Leslie",3,1,0,1,1,2
"Coxon, Mr Daniel",3,3,0,0,0,2
"Crease, Mr Ernest James",3,2,0,0,0,2
"Cribb, Mr John Hatfield",3,3,0,0,1,2
"Cribb, Miss Laura Alice",3,2,1,1,1,2
"Daher, Mr Tannous",3,2,0,0,0,2
"Dahl, Mr Charles Edward",3,3,0,1,0,2
"Dahlberg, Miss Gerda Ulrika",3,2,1,0,0,2
"Dakic, Mr Branko",3,2,0,0,0,2
"Daly, Mr Eugene",3,2,0,1,1,2
"Daly, Miss Marcella",3,2,1,1,1,2
"Danbom, Mr Ernst Gilbert",3,3,0,0,1,2
"Danbom, Mrs Ernst Gilbert (Anna Sigrid Maria Brogren)",3,2,1,0,1,2
"Danbom, Master Gilbert Sigvard Emanuel",3,1,0,0,1,2
"Danoff, Mr Yoto",3,2,0,0,0,2
"Dantchoff, Mr Khristo",3,2,0,0,0,2
"Davies, Mr Alfred",3,2,0,0,1,2
"Davies, Mr Evan",3,2,0,0,1,2
"Davies, Mr John",3,2,0,0,1,2
"Davies, Mr Joseph",3,2,0,0,1,2
"Davison, Mr Thomas Henry",3,2,0,0,1,2
"Davison, Mrs Thomas Henry (Mary Finck)",3,2,1,1,1,2
"Dean, Mr Bertram",3,2,0,0,1,2
"Dean, Mrs Bertram (Eva)",3,3,1,1,1,2
"Dean, Master Bertram Vere",3,1,0,1,1,2
"Dean, Miss Elizabeth Gladys (Millvena)",3,1,1,1,1,2
"Delalic, Mr Regyo",3,2,0,0,0,2
"De Messemaeker, Mr William Joseph",3,3,0,1,1,2
"De Messemaeker, Mrs William Joseph (Anna)",3,3,1,1,1,2
"De Mulder, Mr Theo",3,2,0,1,0,2
"Denkoff, Mr Mito",3,2,0,0,0,2
"Dennis, Mr Samuel",3,2,0,0,1,2
"Dennis, Mr William",3,2,0,0,1,2
"Devaney, Miss Margaret",3,2,1,1,0,2
"Dewan, Mr Frank",3,4,0,0,0,2
"Dibo, Mr Elias",3,2,0,0,0,2
"Dimic, Mr Jovan",3,3,0,0,0,2
"Dintcheff, Mr Valtcho",3,3,0,0,0,2
"Dooley, Mr Patrick",3,3,0,0,0,2
"Dorkings, Mr Edward Arthur",3,2,0,1,0,2
"Dowdell, Miss Elizabeth",3,2,1,1,0,2
"Doyle, Miss Elizabeth",3,2,1,0,0,2
"Drapkin, Miss Jennie",3,2,1,1,0,1
"Drazonovic, Mr Josef",3,2,0,0,0,1
"Driscoll, Miss Bridget",3,2,1,1,0,1
"Duquemin, Mr Joseph",3,2,0,1,0,2
"Dyker, Mr Adolf Fredrik",3,2,0,0,1,2
"Dyker, Mrs Adolf Fredrik (Anna Elizabeth Judith Andersson)",3,2,1,1,1,2
"Econovic, Mr Joso",3,2,0,0,0,2
"Edvardsson, Mr Gustaf Hjalmar",3,2,0,0,0,2
"Eklund, Mr Hans Linus",3,2,0,0,0,2
"Ekstrom, Mr Johan",3,3,0,0,0,2
"Elias, Mr Elias",3,2,0,0,1,2
"Elias, Mr John",3,2,0,0,1,2
"Elias, Mr Joseph",3,2,0,0,1,2
"Elsbury, Mr James",3,3,0,0,0,2
"Emanuel, Miss Virginia Ethel",3,1,1,1,0,2
"Emmeth, Mr Thomas",3,2,0,0,0,2
"Everett, Thomas James",3,2,0,0,0,3
"Farrell, Mr James",3,2,0,0,0,2
"Finoli, Mr Luigi",3,2,0,1,0,2
"Fischer, Mr Eberhard Telander",3,2,0,0,0,2
"Flynn, Mr James",3,2,0,0,1,2
"Flynn, Mr John",3,2,0,0,1,2
"Foley, Mr Joseph",3,2,0,0,1,2
"Foley, Mr William",3,2,0,0,1,2
"Foo, Mr Choong",3,2,0,1,0,2
"Ford, Mr Arthur",3,2,0,0,1,2
"Ford, Miss Doolina Margaret",3,2,1,0,1,2
"Ford, Mr Edward Watson",3,2,0,0,1,2
"Ford, Miss Maggie",3,1,1,0,1,2
"Ford, Mrs Edward (Margaret Ann)",3,3,1,0,1,2
"Ford, Mr Neil Watson",3,2,0,0,1,2
"Fox, Mr Patrick",3,2,0,0,0,2
"Franklin, Mr Charles",3,2,0,0,0,2
"Gallagher, Mr Martin",3,2,0,0,0,2
"Garfirth, Mr John",3,2,0,0,0,2
"Georges, Mrs Shahini Weappi",3,3,1,1,0,2
"Gilinski, Mr Leslie",3,2,0,0,0,2
"Gilnagh, Miss Katie",3,2,1,1,0,2
"Glynn, Miss Mary Agatha",3,2,1,1,0,2
"Goldsmith, Mr Frank John",3,3,0,0,1,2
"Goldsmith, Mrs Frank John (Emily A Brown)",3,2,1,1,1,2
"Goldsmith, Master Frank John William",3,1,0,1,1,2
"Goldsmith, Mr Nathan",3,3,0,0,1,2
"Goncalves, Mr Manuel Estanslas",3,3,0,0,0,2
"Goodwin, Mr Frederick",3,3,0,0,1,2
"Goodwin, Mrs Frederick (Augusta)",3,3,1,0,1,2
"Goodwin, Mr Charles E",3,1,0,0,1,2
"Goodwin, Miss Lillian A",3,2,1,0,1,2
"Goodwin, Master Harold V",3,1,0,0,1,2
"Goodwin, Miss Jessie A",3,1,1,0,1,2
"Goodwin, Master Sidney L",3,1,0,0,1,2
"Goodwin, Master William F",3,1,0,0,1,2
"Green, Mr George",3,3,0,0,0,2
"Gronnestad, Mr Daniel Danielsen",3,3,0,0,0,2
"Guest, Mr Robert",3,2,0,0,0,2
"Gustafsson, Mr Alfred Ossian",3,2,0,0,1,2
"Gustafsson, Mr Anders Vilhelm",3,3,0,0,1,2
"Gustafsson, Mr Johan Birger",3,2,0,0,1,2
"Gustafsson, Mr Karl Gideon",3,2,0,0,1,2
"Haas, Miss Aloisia",3,2,1,0,0,2
"Hagardon, Miss Kate",3,2,1,0,0,2
"Hagland, Mr Ingvald Olsen",3,2,0,0,1,2
"Hagland, Mr Konrad Mathias Reiersen",3,2,0,0,1,2
"Hakkarainen, Mr Pekko Pietari",3,2,0,0,1,2
"Hakkarainen, Mrs Pekko Pietari",3,2,1,1,1,2
"Hampe, Mr Leon",3,2,0,0,0,2
"Hansen, Mr Claus Peter",3,3,0,0,1,2
"Hansen, Mrs Claus Peter",3,3,1,1,1,2
"Hansen, Mr Henrik Juul",3,2,0,0,1,2
"Hansen, Mr Henry Damsgaard",3,2,0,0,1,2
"Harknett, Miss Alice",3,2,1,0,0,2
"Harmer, Mr Abraham",3,2,0,0,0,2
"Hart, Mr Henry",3,2,0,0,0,2
"Hassan, Mr M Houssein",3,2,0,0,0,2
"Healy, Miss Nora",3,2,1,0,0,2
"Hedman, Mr Oscar",3,2,0,1,0,2
"Hee, Mr Ling",3,2,0,0,0,2
"Hegarty, Miss Nora",3,2,1,0,0,2
"Heikkinen, Miss Laina",3,2,1,1,0,2
"Heininen, Miss Wendla Maria",3,2,1,0,0,2
"Hellstrom, Hilda Maria",3,2,1,1,0,3
"Hemming, Miss Nora",3,2,1,0,0,2
"Hendekovic, Mr Ignaz",3,2,0,0,0,2
"Henery, Delia",3,2,1,0,0,3
"Henriksson, Jenny Lovisa",3,2,1,0,0,3
"Hirvonen, Mrs Alexander",3,2,1,1,1,2
"Hirvonen, Miss Hildur E",3,1,1,0,1,2
"Holm, Mr John Frederik Alexander",3,3,0,0,0,2
"Holthen, Mr Johan Martin",3,2,0,0,0,2
"Honkanen, Miss Eluna",3,2,1,1,0,2
"Horgan, Mr John",3,2,0,0,0,2
"Howard, Miss May",3,2,1,1,0,2
"Humblin, Mr Adolf Mathias Nicolai Olsen",3,3,0,0,0,2
"Hyman, Mr Abraham",3,2,0,1,0,2
"Ilieff, Mr Ylio",3,2,0,0,0,2
"Ilmakangas, Miss Ida Livija",3,2,1,0,1,2
"Ilmakangas, Miss Pieta Sofia",3,2,1,0,1,2
"Ivanoff, Mr Konio",3,2,0,0,0,2
"Jansen, Mr Carl Olof",3,2,0,1,0,2
"Jardin, Mr Jose Netto",3,2,0,0,0,2
"Jensen, Miss Carla Christine",3,2,1,1,1,2
"Jensen, Mr Hans Peder",3,2,0,0,1,2
"Jensen, Mr Niels Peder",3,3,0,0,1,2
"Jensen, Mr Svend Lauritz",3,2,0,0,1,2
"Jermyn, Miss Annie",3,2,1,1,0,2
"Johannesen-Bratthammer, Mr Bernt",3,2,0,0,0,2
"Johanson, Mr Jakob Alfred",3,3,0,0,0,2
"Johansson, Mr Erik",3,2,0,0,1,2
"Johansson, Mr Gustaff Joel",3,3,0,0,1,2
"Johansson, Mr Karl Johan",3,3,0,1,1,2
"Johansson, Mr Nils",3,2,0,0,1,2
"Johansson, Oscar L",3,2,0,1,1,3
"Johnson, Mr Alfred",3,3,0,0,1,2
"Johnson, Miss Eleanor Ileen",3,1,1,1,1,2
"Johnson, Mr Malkolm Joackim",3,3,0,0,1,2
"Johnson, Master Harold Theodor",3,1,0,1,1,2
"Johnson, Mrs Oscar W",3,2,1,0,1,2
"Johnson, Mr William Cahoone Jr",3,2,0,0,1,2
"Johnston, Mr Andrew G",3,2,0,0,1,2
"Johnston, Mrs Andrew G",3,2,1,0,1,2
"Johnston, Miss Catherine H",3,2,1,0,1,2
"Johnston, Master William A",3,1,0,0,1,2
"Jonkoff, Mr Lazor",3,2,0,0,0,2
"Jonsson, Mr Carl",3,3,0,1,1,2
"Jonsson, Nils Hilding",3,2,0,0,1,3
"Jussila, Miss Aina Maria",3,2,1,0,1,2
"Jussila, Mr Erik",3,3,0,1,1,2
"Jussila, Miss Katriina",3,2,1,0,1,2
"Kallio, Mr Nikolai Erland",3,2,0,0,0,2
"Kalvig, Mr Johannes K Halverson",3,2,0,0,0,2
"Karajic, Mr Milan",3,2,0,0,0,2
"Karlsson, Mr Einar Gervasius",3,2,0,1,1,2
"Karlsson, Mr Julius Konrad Eugen",3,2,0,0,1,2
"Karlsson, Mr Nils August",3,2,0,0,1,2
"Karun, Miss Anna Mary",3,1,1,1,1,2
"Karun, Mr Franz",3,3,0,0,1,2
"Kassem, Mr Fared",3,2,0,0,0,2
"Keane, Mr Andrew",3,2,0,0,0,2
"Keefe, Mr Arthur",3,2,0,0,0,2
"Kekic, Mr Tido",3,2,0,0,0,2
"Kelly, Miss Anna Kate",3,2,1,1,1,2
"Kelly, Mr James",3,3,0,0,1,2
"Kelly, Mr James",3,3,0,0,1,2
"Kelly, Miss Mary",3,2,1,1,1,2
"Kennedy, Mr John",3,2,0,0,0,2
"Khalil, Mr Betros",3,2,0,0,1,2
"Khalil, Mrs Betros",3,2,1,0,1,2
"Khalil, Mr Saad",3,2,0,0,1,2
"Kiernan, Mr John",3,2,0,0,1,2
"Kiernan, Mr Philip",3,2,0,0,1,2
"Kilgannon, Mr Thomas",3,2,0,0,0,2
"Kink, Mr Anton",3,3,0,1,1,2
"Kink, Mrs Anton (Louise Heilmann)",3,2,1,0,1,2
"Kink, Miss Louise Gretchen",3,1,1,1,1,2
"Kink, Miss Maria",3,2,1,0,1,2
"Kink, Mr Vincenz",3,2,0,0,1,2
"Klasen, Miss Gertrud Emilia",3,1,1,0,1,2
"Klasen, Mrs Hulda Kristina",3,3,1,0,1,2
"Klasen, Mr Klas Albin",3,2,0,0,1,2
"Kraeff, Mr Theodor",3,2,0,0,0,2
"Krekorian, Mr Neshan",3,2,0,1,0,2
"Lahowd, Mr Sarkis",3,2,0,0,0,2
"Laitinen, Miss Kritina Sofia",3,3,1,0,0,2
"Laleff, Mr Kristo",3,2,0,0,0,2
"Lam, Mr Ali",3,2,0,1,1,2
"Lam, Mr Len",3,2,0,0,1,2
"Landegren, Miss Aurora Adelia",3,2,1,1,0,2
"Lane, Mr Patrick",3,2,0,0,0,2
"Lang, Mr Fang",3,2,0,1,0,2
"Larsson, Mr August Viktor",3,2,0,0,1,2
"Larsson, Mr Bengt Edvin",3,2,0,0,1,2
"Larsson-Rondberg, Mr Edvard",3,2,0,0,0,2
"Leeni, Mr Fahim",3,2,0,1,0,2
"Lefebre, Mrs Frank",3,2,1,0,1,2
"Lefebre, Master Henry",3,1,0,0,1,2
"Lefebre, Miss Ida",3,2,1,0,1,2
"Lefebre, Miss Jeannie",3,2,1,0,1,2
"Lefebre, Miss Mathilde",3,2,1,0,1,2
"Leinonen, Mr Antti Gustaf",3,3,0,0,0,2
"Lemberopolous, Mr Peter L",3,2,0,0,0,2
"Lemom, Mr Denis",3,2,0,0,0,2
"Lemon, Miss Mary",3,2,1,0,0,2
"Leonard, Mr Lionel",3,3,0,0,0,2
"Lester, Mr James",3,3,0,0,0,2
"Lindahl, Miss Agda V",3,2,1,0,0,2
"Lindblom, Miss Augusta Charlotta",3,3,1,0,0,2
"Lindell, Mr Edvard Bengtsson",3,3,0,0,1,2
"Lindell, Mrs Edvard Bengtsson",3,2,1,0,1,2
"Lindqvist, Eino William",3,2,0,1,0,3
"Linehan, Mr Michael",3,2,0,0,0,2
